night,file,JD,DATE-OBS,OBJECT,BL-Lac_xpix,BL-Lac_ypix,BL-Lac_flux,BL-Lac_sky_std,BL-Lac_instmag,ref-A_xpix,ref-A_ypix,ref-A_flux,ref-A_sky_std,ref-A_instmag,ref-B_xpix,ref-B_ypix,ref-B_flux,ref-B_sky_std,ref-B_instmag,ref-C_xpix,ref-C_ypix,ref-C_flux,ref-C_sky_std,ref-C_instmag,zero_point,target_Rmag,target_minus_ref_ensemble
20200825,BL-Lacertae-20200825@160118-R_Astrodon_2018_calib.fts,2459087.167627315,2020-08-25T16:01:23,BL-Lacertae,989.8511249587808,978.4553876348425,756677.770656846,25.981688434260565,-14.697277439111883,999.8155694087764,1128.1872384595192,245024.5456229769,22.84442445063509,-13.473023981264959,985.2638601480137,949.072912297224,972086.8877294632,25.681319493351516,-14.969262712662854,1028.0521647377934,1023.8265824053442,236245.0918809562,24.597170309062555,-13.433406986433047,27.20302398126496,12.505746542153076,-0.7387128789915955
20200825,BL-Lacertae-20200825@160804-R_Astrodon_2018_calib.fts,2459087.1722685187,2020-08-25T16:08:04,BL-Lacertae,990.725852052886,975.6024717119193,748848.4480007656,27.56138349098455,-14.685984835114203,1000.689237585263,1125.338516087391,241595.92497158793,22.921440890731606,-13.457724011780039,986.1389173329769,946.2191627673355,982547.951552379,26.42761043480331,-14.980884386388183,1028.9249359269977,1020.9750774393187,233296.9278926507,25.52230677497786,-13.41977254985564,27.18772401178004,12.501739176665838,-0.733191185772915
20200825,BL-Lacertae-20200825@161433-R_Astrodon_2018_calib.fts,2459087.1767824073,2020-08-25T16:14:34,BL-Lacertae,992.1513627381671,973.1669155791188,717394.5582432667,26.653132000876198,-14.639395195089191,1002.1154917309143,1122.8920904253841,241502.1392247426,21.06385951070762,-13.457302455207302,987.5645250429616,943.7857686650964,948206.2812849836,26.564693284347495,-14.942257069817533,1030.3474245208517,1018.5358370105961,232600.8466330091,24.363995531945843,-13.416528227909005,27.187302455207302,12.54790726011811,-0.7006992774445777
20200825,BL-Lacertae-20200825@162115-R_Astrodon_2018_calib.fts,2459087.181423611,2020-08-25T16:21:15,BL-Lacertae,993.2112694964932,970.780262616899,740923.591524785,28.266762049307953,-14.674433558105699,1003.1760404667468,1120.514181853334,239276.14777825188,23.173922446881363,-13.447248520409673,988.624095112745,941.3973968415561,1002827.4644863354,26.061490593946047,-15.00306554873482,1031.4103422469977,1016.1518705229335,230286.87016725997,25.617401345510487,-13.405672943298981,27.177248520409673,12.502814962303974,-0.722437887291207
20200825,BL-Lacertae-20200825@162743-R_Astrodon_2018_calib.fts,2459087.185925926,2020-08-25T16:27:44,BL-Lacertae,994.532091865836,968.7086451808412,718523.5497352857,27.306135015730987,-14.6411025169532,1004.4937261799414,1118.4449288495925,236594.8592260232,22.81232844472946,-13.435013259922234,989.9454799328446,939.3252566023367,970711.8088176132,25.44072946570356,-14.967725782242887,1032.7309233600724,1014.0817539777692,225460.02555726227,24.297419450790255,-13.38267387973843,27.165013259922233,12.523910742969033,-0.7126315429853474
20200825,BL-Lacertae-20200825@163412-R_Astrodon_2018_calib.fts,2459087.1904282407,2020-08-25T16:34:13,BL-Lacertae,996.1026462581225,967.0500872387825,682244.5095691299,27.628490902081822,-14.584850123319384,1006.0662955719275,1116.779940676663,221953.49235515718,23.587265109615224,-13.365654957190817,991.5156558629106,937.6679969247579,935481.5402553317,27.105880544524766,-14.927588055099573,1034.3018616392967,1012.4207590975169,213046.47124970445,26.078395861047905,-13.321185863127463,27.095654957190817,12.510804833871433,-0.7133738315134348
20200825,BL-Lacertae-20200825@164051-R_Astrodon_2018_calib.fts,2459087.1950462963,2020-08-25T16:40:52,BL-Lacertae,997.9424593621599,965.8624906578109,660803.2709589073,29.642575167760924,-14.550180460159932,1007.9125724308191,1115.599115433066,218229.73219871527,25.585276624605832,-13.347284799294627,993.3543014403192,936.4791918480362,921137.7839732806,27.808417303215304,-14.910811492277453,1036.1422847737476,1011.2336056860154,212387.69273643798,25.299040911185354,-13.317823367517077,27.077284799294628,12.527104339134695,-0.69154057379688
20200825,BL-Lacertae-20200825@164720-R_Astrodon_2018_calib.fts,2459087.199548611,2020-08-25T16:47:21,BL-Lacertae,999.5994673397317,965.0373432648346,628759.7299330762,29.148813550386848,-14.49621179684405,1009.5695666828317,1114.773066788028,214671.62575567648,26.25440589043024,-13.329436613278743,995.0112523182675,935.6542170374756,884620.2035443995,27.22852017593479,-14.866892134632488,1037.800087833367,1010.4082417077259,205498.76513549432,25.12890740105903,-13.282023041242484,27.05943661327874,12.563224816434692,-0.6700945337928115
20200825,BL-Lacertae-20200825@165401-R_Astrodon_2018_calib.fts,2459087.2041898146,2020-08-25T16:54:02,BL-Lacertae,1001.7022876299991,964.493303084888,617095.2463615827,29.612841894715036,-14.475880502371709,1011.6703816134409,1114.2311316350074,208938.51925133794,26.385479236133182,-13.300046281331612,997.1145587716458,935.1097346721862,877767.7541307445,29.70586056220907,-14.858449056161,1039.9010620712584,1009.865228169353,201901.75327378893,26.535230014644867,-13.262850225712562,27.030046281331614,12.554165778959906,-0.6687653146366515
20200825,BL-Lacertae-20200825@170030-R_Astrodon_2018_calib.fts,2459087.2086921297,2020-08-25T17:00:31,BL-Lacertae,1003.2180771845667,963.8624010891006,609721.7901593194,27.320665377129124,-14.462829290149726,1013.1932700329764,1113.5924071145225,213945.39134477935,24.29762371774741,-13.32575733916616,998.6287695557005,934.4804801006492,859026.3691792404,26.770454042126048,-14.835016238487494,1041.4214854277195,1009.2304531511337,206553.52721392954,26.26043813822278,-13.2875815390279,27.05575733916616,12.592928049016434,-0.6467109179225403
